Title,Category,Sub-Category,Skills,Rating,Number of viewers,Site,Level,Price
Pharmacokinetics: Drug Dosing in Renal Disease,,,,,,Future Learn,,
Pharmacotherapy: Understanding Biotechnology Products,,,,,,Future Learn,,
Heart Health: A Beginner's Guide to Cardiovascular Disease,,,,,,Future Learn,,
Introduction to Leadership for Personalised Care,,,,,,Future Learn,,
Nursing in Crisis? Exploring Current Challenges,,,,,,Future Learn,,
Understanding Systems Thinking in Healthcare,,,,,,Future Learn,,
A Journey Through Transfer Medicine,,,,,,Future Learn,,
Food and Nutrition: The Truth Behind Food Headlines,,,,,,Future Learn,,
"Food for Thought: The Relationship Between Food, Gut and Brain",,,,,,Future Learn,,
Introduction to Food Science,,,,,,Future Learn,,
Orthoptics: How to be a Brilliant Allied Health Professional,,,,,,Future Learn,,
Superfoods: Myths and Truths,,,,,,Future Learn,,
The Human Microbiome,,,,,,Future Learn,,
Understanding Mediterranean and Okinawa Diets,,,,,,Future Learn,,
Digital Health Essentials,,,,,,Future Learn,,
Genomic Technologies in Clinical Diagnostics: Molecular Techniques,,,,,,Future Learn,,
Genomic Technologies in Clinical Diagnostics: Next Generation Sequencing,,,,,,Future Learn,,
How to set up an Antimicrobial Stewardship Programme,,,,,,Future Learn,,
A Guide for Nurses on Meeting the Fundamental Care Needs of Patients in Hospital with COVID-19 and other Conditions,,,,,,Future Learn,,
Genomics in the NHS: A Clinician's Guide to Genomic Testing for Rare Disease,,,,,,Future Learn,,
A Beginner’s Guide to Healthy Eating,,,,,,Future Learn,,
Enteral Nutrition in Preterm Infants: ESPGHAN Recommendations,,,,,,Future Learn,,
Non-Invasive Prenatal Testing (NIPT): An Introduction for Healthcare Professionals,,,,,,Future Learn,,
Nutrition in the Health Sector,,,,,,Future Learn,,
Organ Donation: The Essentials for Healthcare Professionals,,,,,,Future Learn,,
Chinese Medicine: Treatise on Febrile Diseases Caused by Cold (Shang Han Lun),,,,,,Future Learn,,
Personalised Care: Peer Leadership Foundation - Step One,,,,,,Future Learn,,
Health and Safety in Veterinary Services,,,,,,Future Learn,,
Introduction to AI Applications in Pulmonary Medicine,,,,,,Future Learn,,
Veterinary Administration: Admission and Triage,,,,,,Future Learn,,
Veterinary Administration: Managing a Veterinary Practice,,,,,,Future Learn,,
Careers in the Veterinary Industry,,,,,,Future Learn,,
An Introduction to Nutrition and Healthy Living,,,,,,Future Learn,,
Basic First Aid for Animals and Pets,,,,,,Future Learn,,
"Introduction to Sport, Health, and Rehabilitation Sciences at University",,,,,,Future Learn,,
Causes of Human Disease: Exploring Cancer and Genetic Disease,,,,,,Future Learn,,
Causes of Human Disease: Nutrition and Environment,,,,,,Future Learn,,
Causes of Human Disease: Understanding Cardiovascular Disease,,,,,,Future Learn,,
Causes of Human Disease: Understanding Causes of Disease,,,,,,Future Learn,,
Exploring Anatomy: the Human Abdomen,,,,,,Future Learn,,
"Food Technology, Health and Safety",,,,,,Future Learn,,
Glaucoma: A Public Health Approach to Preventing Blindness,,,,,,Future Learn,,
Human Blood and Blood Functions,,,,,,Future Learn,,
MedTech: Digital Health and Wearable Technology,,,,,,Future Learn,,
MedTech: Exploring the Human Genome,,,,,,Future Learn,,
MedTech: Orthopaedic Implants and Regenerative Medicine,,,,,,Future Learn,,
Smart Screening for Prostate Cancer,,,,,,Future Learn,,
"Fibre, Fermentation & the Gut with BBC Good Food",,,,,,Future Learn,,
Finding the Body’s Balance: Understanding Homeostasis,,,,,,Future Learn,,
Healthy Vegan Cooking with BBC Good Food,,,,,,Future Learn,,
Special Diets: Cooking for Allergies and Intolerances with BBC Good Food,,,,,,Future Learn,,
Sweet Tooth: Understanding Sugar and the Body with BBC Good Food,,,,,,Future Learn,,
Academic Writing for Healthcare Students in Higher Education,,,,,,Future Learn,,
Introduction to Social Care: Understanding Informal Care,,,,,,Future Learn,,
Introduction to Social Care: What is Social Care?,,,,,,Future Learn,,
Introduction to Social Care: Working in Social Care,,,,,,Future Learn,,
Transporting Children with Disabilities and Medical Conditions,,,,,,Future Learn,,
Introduction to Using Total Intravenous Anaesthesia (TIVA),,,,,,Future Learn,,
Nutrition Science: Lifestyle Medicine,,,,,,Future Learn,,
Understanding the Impact of Stigma on Addiction Treatment,,,,,,Future Learn,,
Key Principles of Palliative Care,,,,,,Future Learn,,
Nutrition Science: Food Choice and Behaviour,,,,,,Future Learn,,
Occupational Safety and Health Hazards,,,,,,Future Learn,,
Physiotherapy Exercise and Physical Activity for Knee Osteoarthritis (PEAK - ESPAÑOL),,,,,,Future Learn,,
Risk Assessment and Management,,,,,,Future Learn,,
Nutrition Science: Obesity and Healthy Weight Loss,,,,,,Future Learn,,
Personal Trainer's Toolkit: Build an Outdoor Fitness Business,,,,,,Future Learn,,
"Personal Trainer's Toolkit: Building a Fitness Community, Client Retention for Trainers",,,,,,Future Learn,,
Personal Trainer's Toolkit: Client Onboarding and Fitness Testing,,,,,,Future Learn,,
Personal Trainer's Toolkit: Providing Nutritional Advice to Your Clients,,,,,,Future Learn,,
Personal Trainer's Toolkit: Workplace Health and Safety in a Fitness Setting,,,,,,Future Learn,,
Reversing Diabetes: Fact or Fiction?,,,,,,Future Learn,,
IBS Management: The Low FODMAP Diet,,,,,,Future Learn,,
Tackling Public Health Issues: Concepts and Evidence,,,,,,Future Learn,,
Urban Mobility for Liveability,,,,,,Future Learn,,
"From Swab to Server: Testing, Sequencing, and Sharing During a Pandemic",,,,,,Future Learn,,
Physiology: The Science of Life,,,,,,Future Learn,,
Paediatric Dentistry for Non-Specialists,,,,,,Future Learn,,
Clinical Bioinformatics: Unlocking Genomics in Healthcare,,,,,,Future Learn,,
Developing and Testing Complex Healthcare Interventions,,,,,,Future Learn,,
Medical Humanity: Engaging Patients and Communities in Healthcare,,,,,,Future Learn,,
Telemedicine: Tools to Support Growth Disorders in a Post-COVID Era,,,,,,Future Learn,,
Digital Health for Cancer Management: Smart Health Technologies in Complex Diseases,,,,,,Future Learn,,
Exploring the Landscape of Antibiotic Resistance in Microbiomes,,,,,,Future Learn,,
Train the Healthcare Trainer,,,,,,Future Learn,,
Airway Matters,,,,,,Future Learn,,
Dementia Inclusive Hospitals from a Universal Design Approach,,,,,,Future Learn,,
Digital Tools for Efficient Clinical Trials,,,,,,Future Learn,,
Introduction to Anatomy: Learning the Anatomical Alphabet,,,,,,Future Learn,,
Introduction to Randomised Controlled Trials,,,,,,Future Learn,,
Introduction to Nursing: The Role of Nurses Around the World,,,,,,Future Learn,,
Genomic Medicine: Harnessing the Power of the Human Genome,,,,,,Future Learn,,
Supporting Individuals with Health Conditions Into Work: The Role of the Clinical Team,,,,,,Future Learn,,
Understanding Brain Health: Preventing Dementia,,,,,,Future Learn,,
Mini Medical School: Hot Topics in Medical Science,,,,,,Future Learn,,
Assessment of the Newborn,,,,,,Future Learn,,
Future-proofing the Health Workforce,,,,,,Future Learn,,
Maternity Care: Building Relationships Really Does Save Lives,,,,,,Future Learn,,
How Artificial Intelligence Can Support Healthcare,,,,,,Future Learn,,
Quality Improvement in Healthcare: the Case for Change,,,,,,Future Learn,,
Retinopathy of Prematurity: Practical Approaches to Prevent Blindness,,,,,,Future Learn,,
Allergies: When the Immune System Backfires,,,,,,Future Learn,,
EduWeight:  Weight Management for Adult Patients with Chronic Disease,,,,,,Future Learn,,
Public Health Incidents Involving Lead,,,,,,Future Learn,,
Perioperative Medicine in Action,,,,,,Future Learn,,
Introduction to Health Research Ethics,,,,,,Future Learn,,
Why Do We Age? The Molecular Mechanisms of Ageing,,,,,,Future Learn,,
Becoming a Dentist,,,,,,Future Learn,,
Genetic Inheritance for the Pregnancy Pathway: A Practical Guide for Clinicians,,,,,,Future Learn,,
Introduction to Health and Medical Law,,,,,,Future Learn,,
Protecting Health Data in the Modern Age: Getting to Grips with the GDPR,,,,,,Future Learn,,
Human Factors in a Healthcare Environment,,,,,,Future Learn,,
Start Your Career as a Healthcare Professional: Online Work Related Learning,,,,,,Future Learn,,
Medicine Personal Statement Online Crash Course,,,,,,Future Learn,,
Mini Medical School: Introduction to Medical Science,,,,,,Future Learn,,
Introducción a la microbiología práctica,,,,,,Future Learn,,
"Introduction to Nursing: Bioscience, Psychology, and Sociology",,,,,,Future Learn,,
Study Medicine: Applying for Medical School and Becoming a Medical Student,,,,,,Future Learn,,
La Cécité dans le Monde: Planifier et Gérer les Services de Soins Oculaires,,,,,,Future Learn,,
The Role of Antifungal Stewardship,,,,,,Future Learn,,
Diabetic Eye Disease: Building Capacity To Prevent Blindness,,,,,,Future Learn,,
Eliminating Trachoma,,,,,,Future Learn,,
Global Blindness: Planning and Managing Eye Care Services,,,,,,Future Learn,,
Global Health Governance: Addressing Globalization and Health Inequities,,,,,,Future Learn,,
Introduction to Practical Microbiology,,,,,,Future Learn,,
Musculoskeletal Health: A Public Health Approach,,,,,,Future Learn,,
Intravenous to Oral Switch: Within Outpatient Parenteral Antibiotic Therapy (IVOST),,,,,,Future Learn,,
OPAT: Outpatient Parenteral Antimicrobial Therapy,,,,,,Future Learn,,
Antimicrobial Stewardship in Wound Management,,,,,,Future Learn,,
ECG Assessment: an Introduction for Healthcare Providers,,,,,,Future Learn,,
Global Disability: Research and Evidence,,,,,,Future Learn,,
Antimicrobial Stewardship for Africa,,,,,,Future Learn,,
Antimicrobial Stewardship: Managing Antibiotic Resistance,,,,,,Future Learn,,
Fungal Diagnostics in Critically Ill Patients,,,,,,Future Learn,,
"Preparing for an International Health Elective: Exploring Global Health, Ethics and Safety",,,,,,Future Learn,,
Understanding Epilepsy and its Neuropsychology,,,,,,Future Learn,,
Virtual Work Experience and Exploring the Veterinary Profession,,,,,,Future Learn,,
Procalcitonin: PCT as a Biomarker for Antimicrobial Stewardship,,,,,,Future Learn,,
Basic First Aid: How to Be an Everyday Hero,,,,,,Future Learn,,
Critical Appraisal Techniques for Healthcare Literature,,,,,,Future Learn,,
TARGET Antibiotics – Prescribing in Primary Care,,,,,,Future Learn,,
Infection Prevention for Vulnerable Patients,,,,,,Future Learn,,
Uso racional de antibióticos en el tratamiento de heridas,,,,,,Future Learn,,
Antimicrobial Stewardship in Veterinary Practice,,,,,,Future Learn,,
The Genomics Era: the Future of Genetics in Medicine,,,,,,Future Learn,,
Utilising Social Science and Behaviour Change in Antimicrobial Stewardship Programmes: Improving Healthcare,,,,,,Future Learn,,
Introduction to Critical Care Medicine,,,,,,Future Learn,,
Tackling Antibiotic Resistance: What Should Dental Teams Do?,,,,,,Future Learn,,
Premiers secours Psychologiques: Version pour l’Afrique,,,,,,Future Learn,,
Small and Mighty: Introduction to Microbiology,,,,,,Future Learn,,
"eHealth: Combining Psychology, Technology, and Health",,,,,,Future Learn,,
Nanotechnology for Health: Innovative Designs for Medical Diagnosis,,,,,,Future Learn,,
Public Health and Nursing: Building a Culture of Health,,,,,,Future Learn,,
Public Health and Nursing: Drive Public Health Promotion,,,,,,Future Learn,,
Public Health and Nursing: Feeling the Community’s Pulse,,,,,,Future Learn,,
Public Health and Nursing: Healing the Community,,,,,,Future Learn,,
Public Health and Nursing: The Greatest Wealth is Health,,,,,,Future Learn,,
Genomic Medicine: Transforming Patient Care in Diabetes,,,,,,Future Learn,,
Getting Ahead in Health Services: Healthcare Management and Leadership Principles,,,,,,Future Learn,,
Inside Cancer: How Genes Influence Cancer Development,,,,,,Future Learn,,
Leadership Training in Healthcare: How to Build Resilience and Personal Development,,,,,,Future Learn,,
Modern Leadership Styles: What Makes a Good Leader in Healthcare Management,,,,,,Future Learn,,
Team Building in Healthcare: How to Manage and Mentor a High Performing Team,,,,,,Future Learn,,
You as a Healthcare Leader: Effective Leadership in Health Services,,,,,,Future Learn,,
An Introduction to Radiation Oncology: From Diagnosis to Survivorship,,,,,,Future Learn,,
Introduction to Breastfeeding for Medical Students,,,,,,Future Learn,,
Building Alliances in Global Health: From Global Institutions to Local Communities,,,,,,Future Learn,,
Making Babies in the 21st Century,,,,,,Future Learn,,
Supporting Physical Development in Early Childhood,,,,,,Future Learn,,
"Improving the Health of Women, Children and Adolescents: from Evidence to Action",,,,,,Future Learn,,
Ageing and The Brain: The Impact of Neurodegenerative Diseases,,,,,,Future Learn,,
Mouth Care Matters,,,,,,Future Learn,,
Genomic Medicine and Research: A Community Approach,,,,,,Future Learn,,
Introduction to Health Technology Assessment,,,,,,Future Learn,,
"Planning and Managing Global Health Programmes: Promoting Quality, Accountability, and Equity",,,,,,Future Learn,,
Journey to birth,,,,,,Future Learn,,
The Role of Personal Assistants in Disability Support,,,,,,Future Learn,,
Discover Dentistry,,,,,,Future Learn,,
Health Technology Assessment: Choosing Which Treatments Get Funded,,,,,,Future Learn,,
Measuring and Valuing Health,,,,,,Future Learn,,
The Musculoskeletal System: The Science of Staying Active into Old Age,,,,,,Future Learn,,
Global Health and Disability,,,,,,Future Learn,,
Improving Health Assessments for People with an Intellectual Disability,,,,,,Future Learn,,
La Salud de la Mujeres en el Postparto,,,,,,Future Learn,,
Women’s Health After Motherhood,,,,,,Future Learn,,
Aging Populations: Lessons In Healthy Aging From Japan,,,,,,Future Learn,,
Why Biology Matters: The Genome and You,,,,,,Future Learn,,
Exercise Prescription for the Prevention and Treatment of Disease,,,,,,Future Learn,,
Addressing Violence Through Patient Care,,,,,,Future Learn,,
COVID-19: Effective Nursing in Times of Crisis,,,,,,Future Learn,,
Liver Disease: Looking after Your Liver,,,,,,Future Learn,,
Liver Transplant: the Ins and Outs,,,,,,Future Learn,,
Irish 105: An Introduction to Irish Language and Culture,,,,,,Future Learn,,
Irish 204: Irish Language and Culture for Adults,,,,,,Future Learn,,
Railway History: The Rise of the Railway Station,,,,,,Future Learn,,
"Historic Landscape Archaeology: Approaches, Methods and Beneficiaries",,,,,,Future Learn,,
Irish 104: An Introduction to Irish Language and Culture,,,,,,Future Learn,,
Irish 203: Irish Language and Culture for Adults,,,,,,Future Learn,,
"The Scottish Highland Clans: Origins, Decline and Transformation",,,,,,Future Learn,,
Rome: A Virtual Tour of the Ancient City,,,,,,Future Learn,,
Irish 103: An Introduction to Irish Language and Culture,,,,,,Future Learn,,
Irish 202: Irish Language and Culture for Adults,,,,,,Future Learn,,
Great South Land: Introducing Australian History,,,,,,Future Learn,,
Change of Era: The Origins of Christian Culture through the Lens of Archaeology,,,,,,Future Learn,,
Genetic Genealogy: Researching your Family Tree using DNA,,,,,,Future Learn,,
Cultural Heritage and the City,,,,,,Future Learn,,
Forensic Archaeology and Anthropology,,,,,,Future Learn,,
British Germanophobia During WW1: 'The Enemy at Home',,,,,,Future Learn,,
Preparing for Further Study in Mathematics,,,,,,Future Learn,,
"Biodiversity, Guardianship, and the Natural History of New Zealand: A Museum Perspective",,,,,,Future Learn,,
Dead Interesting: Uncovering Roman Britain in Old Museum Collections,,,,,,Future Learn,,
West Indies Cricket: Our Story,,,,,,Future Learn,,
Archaeology: from Dig to Lab and Beyond,,,,,,Future Learn,,
Exploring Stone Age Archaeology: The Mysteries of Star Carr,,,,,,Future Learn,,
Archéologie en danger : Utiliser la télédétection pour protéger le patrimoine culturel,,,,,,Future Learn,,
Endangered Archaeology: Using Remote Sensing to Protect Cultural Heritage,,,,,,Future Learn,,
Irish 101:  An Introduction to Irish Language and Culture,,,,,,Future Learn,,
From World War to White Heat: the RAF in the Cold War,,,,,,Future Learn,,
Enlightening the Dark Ages: Early Medieval Archaeology in Italy,,,,,,Future Learn,,
Lancaster Castle and Northern English History: The View from the Stronghold,,,,,,Future Learn,,
Photographing the Holocaust,,,,,,Future Learn,,
Country Houses and the British Empire: How Imperialism Transformed Britain’s Colonial Countryside,,,,,,Future Learn,,
"Zoroastrianism: History, Religion, and Belief",,,,,,Future Learn,,
Black Tudors: The Untold Story,,,,,,Future Learn,,
From Waterloo to the Rhine: The British Army 1815-1945,,,,,,Future Learn,,
Propaganda and Ideology in Everyday Life,,,,,,Future Learn,,
Accounting for Death in War: Separating Fact from Fiction,,,,,,Future Learn,,
Learning from the Past: A Guide for the Curious Researcher,,,,,,Future Learn,,
Black Agency: Resistance and Resilience,,,,,,Future Learn,,
U.S. Anti-Black Racism,,,,,,Future Learn,,
Early Modern Scottish Palaeography: Reading Scotland's Records,,,,,,Future Learn,,
Literature of the English Country House,,,,,,Future Learn,,
Empire: the Controversies of British Imperialism,,,,,,Future Learn,,
Archaeology and the Battle of Dunbar 1650: From the Scottish Battlefield to the New World,,,,,,Future Learn,,
"World War 1: Trauma, Memory, Controversy",,,,,,Future Learn,,
The Tudors,,,,,,Future Learn,,
The Book of Kells: Exploring an Irish Medieval Masterpiece,,,,,,Future Learn,,
The History of the Book in the Early Modern Period: 1450 to 1800,,,,,,Future Learn,,
Health and Wellbeing in the Ancient World,,,,,,Future Learn,,
Shakespeare: Print and Performance,,,,,,Future Learn,,
Preserving Norwegian Stave Churches,,,,,,Future Learn,,
Introduction to Quantum Computing,,,,,,Future Learn,,
Understanding the Internet,,,,,,Future Learn,,
Introduction to Plant Phenotyping Technologies,,,,,,Future Learn,,
Introduction to Machine Learning on AWS,,,,,,Future Learn,,
Introduction to Information Security Management,,,,,,Future Learn,,
Architecting Solutions on AWS,,,,,,Future Learn,,
Intermediate and Advanced Javascript,,,,,,Future Learn,,
Neurociencia y Metaverso,,,,,,Future Learn,,
Cybercrime Prevention and Protection,,,,,,Future Learn,,
Designing Human-Centred AI Products and Services,,,,,,Future Learn,,
A Beginner's Guide to Kubernetes for Container Orchestration,,,,,,Future Learn,,
A Beginner’s Guide to VCS and Git,,,,,,Future Learn,,
Introduction to Automated Testing Solutions using Python and Selenium WebDriver,,,,,,Future Learn,,
Hosting Simple Web Applications Using Amazon Lightsail,,,,,,Future Learn,,
Introduction to Bash Script Automation,,,,,,Future Learn,,
Test Automation Frameworks with Selenium WebDriver and Python,,,,,,Future Learn,,
Advanced Skills in Version Control with Git and GitHub,,,,,,Future Learn,,
Computer Science Essentials: Algorithms,,,,,,Future Learn,,
CCNA: Computer Networking Essentials,,,,,,Future Learn,,
Linux Operating System Essentials,,,,,,Future Learn,,
Selenium Automation Testing for Web Applications,,,,,,Future Learn,,
Google For Education: Staying Organised and Improving Communication,,,,,,Future Learn,,
Microsoft Future Ready: Developing Applications Using Javascript,,,,,,Future Learn,,
Data Visualisation with Tableau Fundamentals,,,,,,Future Learn,,
Data Visualisation: Creating Charts and Complex Visualisations in Tableau,,,,,,Future Learn,,
Being a Digital Researcher: Digital Skills for Effective Research,,,,,,Future Learn,,
AI for Legal Professionals (I): Law and Policy,,,,,,Future Learn,,
Anti-Racist Approaches in Technology,,,,,,Future Learn,,
Gender-Inclusive Approaches in Technology,,,,,,Future Learn,,
Supporting Diverse Innovation,,,,,,Future Learn,,
Practical: Cyber Investigator,,,,,,Future Learn,,
Mathematics for Computer Science: Essential Skills,,,,,,Future Learn,,
Literature in the Digital Age: from Close Reading to Distant Reading,,,,,,Future Learn,,
Apply Creative Machine Learning,,,,,,Future Learn,,
Create Expressive Videogames,,,,,,Future Learn,,
Mastering Classroom Management in English Language Teaching,,,,,,Future Learn,,
旅する書物：日本とヨーロッパの歴史のなかで,,,,,,Future Learn,,
How to Teach English Pronunciation,,,,,,Future Learn,,
How to Use Graded Readers in the English Language Classroom,,,,,,Future Learn,,
Introduction to Norwegian 2,,,,,,Future Learn,,
Understanding Multilingual Children's Language Development,,,,,,Future Learn,,
YCT Standard Course Level 1: Part A,,,,,,Future Learn,,
YCT Standard Course Level 1: Part B,,,,,,Future Learn,,
YCT Standard Course Level 2: Part A,,,,,,Future Learn,,
YCT Standard Course Level 2: Part B,,,,,,Future Learn,,
Key Principles and Practices of TESOL,,,,,,Future Learn,,
Introduction to Dutch,,,,,,Future Learn,,
Intermediate French: Jobs and Training,,,,,,Future Learn,,
Intermediate French: Leisure and Culture,,,,,,Future Learn,,
Intermediate French: Working in the French-Speaking World,,,,,,Future Learn,,
Let’s Learn Portuguese Language: Basic Conversation Skills,,,,,,Future Learn,,
Intermediate German: Countries and Landscapes,,,,,,Future Learn,,
Intermediate German: Festivals and Traditions,,,,,,Future Learn,,
Intermediate German: People and Lifestyles,,,,,,Future Learn,,
Let’s Learn Thai Language: Basic Conversation Skills,,,,,,Future Learn,,
Intermediate Spanish: Heritage and Popular Culture,,,,,,Future Learn,,
Intermediate Spanish: Leisure in Spanish-Speaking Countries,,,,,,Future Learn,,
"Intermediate Spanish: Literature, Cinema and the Visual Arts",,,,,,Future Learn,,
Understanding English Punctuation: Commonly used Punctuation Marks,,,,,,Future Learn,,
Introduction to Intercultural Studies: Crossing Borders,,,,,,Future Learn,,
Introduction to Intercultural Studies: Defining the Concept of Culture,,,,,,Future Learn,,
"Learn Spanish 1: Basics, meeting people and describing places",,,,,,Future Learn,,
Learn Spanish 2: People and their interests,,,,,,Future Learn,,
Learn Spanish 3: Time and Direct Object Pronouns,,,,,,Future Learn,,
"Learn Spanish 4: Spanish Prepositions, Adverbs, and Tenses",,,,,,Future Learn,,
Develop Your Academic Vocabulary for Study,,,,,,Future Learn,,
Learn Bahasa Melayu: Introduction to the Malay Language,,,,,,Future Learn,,
HSK Standard Course Level 2: 2.1,,,,,,Future Learn,,
Volunteering with Refugees,,,,,,Future Learn,,
Contemporary Chinese III:  3.2,,,,,,Future Learn,,
Contemporary Chinese III: 3.1,,,,,,Future Learn,,
Discover Chinese Drama: Understanding 'The Injustice to Dou E',,,,,,Future Learn,,
Fun in Korea: Useful Expressions and Cultural Information for Travellers,,,,,,Future Learn,,
"Safeguarding in Collaborative Research and International Development: Contexts, Challenges, and Opportunities",,,,,,Future Learn,,
The Qur'an Between Judaism and Christianity,,,,,,Future Learn,,
Intermediate French: Discovering Worlds of French,,,,,,Future Learn,,
Intermediate French: People and Places,,,,,,Future Learn,,
Intermediate French: Traditions and Celebrations,,,,,,Future Learn,,
Intermediate Spanish: Places and Travel,,,,,,Future Learn,,
Intermediate Spanish: Spanish for Education and Work,,,,,,Future Learn,,
Intermediate Spanish: The Worlds of Spanish,,,,,,Future Learn,,
Introduction to Frisian,,,,,,Future Learn,,
Learn Spanish: Survival Spanish for Beginners,,,,,,Future Learn,,
Introduction to Korean: 2,,,,,,Future Learn,,
Introduction to Korean,,,,,,Future Learn,,
Introduction to Italian,,,,,,Future Learn,,
Foundations of Portuguese for Global Communication,,,,,,Future Learn,,
Multilingual Learning for a Globalised World,,,,,,Future Learn,,
Academic Writing in English for ESL Learners,,,,,,Future Learn,,
Foundations of French for Global Communication,,,,,,Future Learn,,
Foundations of Spanish for Global Communication,,,,,,Future Learn,,
Introduction to Korean Philosophy,,,,,,Future Learn,,
Norwegian for Beginners 1,,,,,,Future Learn,,
The Korean Alphabet: An Introduction to Hangeul,,,,,,Future Learn,,
Norwegian for Beginners 2,,,,,,Future Learn,,
Norwegian for Beginners 3,,,,,,Future Learn,,
Environmental Challenges: Hierarchy in Property Rights,,,,,,Future Learn,,
Introduction to the Rule of Law,,,,,,Future Learn,,
"Religion and Sexual Wellbeing: Pleasure, Piety, and Reproductive Rights",,,,,,Future Learn,,
Fraud Investigation: Making a Difference,,,,,,Future Learn,,
"Human Rights, Ways of Life, and the Future",,,,,,Future Learn,,
What is International Human Rights Law?,,,,,,Future Learn,,
How Politics Works: From the Individual to an International Scale,,,,,,Future Learn,,
Tackling Modern Slavery: An Introduction,,,,,,Future Learn,,
Gender-Based Violence: Responding to Intimate Partner Violence and Abuse,,,,,,Future Learn,,
Introduction to Criminology,,,,,,Future Learn,,
Decoding Forensics for Legal Professionals,,,,,,Future Learn,,
Forensic Mental Health and Criminal Justice,,,,,,Future Learn,,
Jurisprudence: Introduction to the Philosophy of Law,,,,,,Future Learn,,
How to Become a Police Officer in England and Wales,,,,,,Future Learn,,
From Crime to Punishment: an Introduction to Criminal Justice,,,,,,Future Learn,,
Introduction to Studying Law,,,,,,Future Learn,,
Forensic Facial Reconstruction: Finding Mr. X,,,,,,Future Learn,,
How to Become a Lawyer,,,,,,Future Learn,,
Human Rights and International Criminal Law: An Introduction,,,,,,Future Learn,,
"William Wordsworth: Poetry, People and Place",,,,,,Future Learn,,
Samuel Johnson’s Rasselas: An Introduction,,,,,,Future Learn,,
Shakespeare: Context and Stagecraft,,,,,,Future Learn,,
Ecology and Wildlife Conservation,,,,,,Future Learn,,
Reducing Carbon Footprints: Taking Action for a Sustainable Future,,,,,,Future Learn,,
Chemical Engineering: Shaping a Sustainable Future,,,,,,Future Learn,,
Environmental Challenges: Scarcity and Conflict in the Natural Environment,,,,,,Future Learn,,
Environmental Challenges: Human Impact in the Natural Environment,,,,,,Future Learn,,
Environmental Challenges: Rights and Values in Ecosystem Services,,,,,,Future Learn,,
Climate and Energy: An Interdisciplinary Perspective,,,,,,Future Learn,,
"The Great Sustainability Transition: Global Challenges, Local Actions",,,,,,Future Learn,,
The Impacts of Tourism,,,,,,Future Learn,,
Openness in Science and Innovation,,,,,,Future Learn,,
Animal Feed Production: Feed Quality,,,,,,Future Learn,,
Animal Feed Production: Feed Safety,,,,,,Future Learn,,
Consumer and Environmental Safety: Food Packaging and Kitchenware,,,,,,Future Learn,,
Engaging with Controversies in the Food System,,,,,,Future Learn,,
How Food is Made. Understanding Food Processing Technologies,,,,,,Future Learn,,
Improving Food Production with Agricultural Technology and Plant Biotechnology,,,,,,Future Learn,,
"Life on Land: Ecology, Evolution, Challenges, and Solutions",,,,,,Future Learn,,
Revolutionising the Food Chain with Technology,,,,,,Future Learn,,
The Regenerative Agriculture Revolution,,,,,,Future Learn,,
Trust in Our Food: Understanding Food Supply Systems,,,,,,Future Learn,,
Understanding Food Labels,,,,,,Future Learn,,
Smart Urban Green Infrastructure,,,,,,Future Learn,,
Transit-Oriented Development for Climate Mitigation in Urban Centres,,,,,,Future Learn,,
Changing Urban Travel Behaviour for a Low-Carbon Transition,,,,,,Future Learn,,
Electric Mobility in the Age of Climate Change,,,,,,Future Learn,,
Blue Tomorrow: Understanding the Blue Economy,,,,,,Future Learn,,
Ore Geology: In the Epicentre of the Fossil-Free Energy Transition,,,,,,Future Learn,,
Building Pathology: The Science Behind Why Buildings Fail,,,,,,Future Learn,,
Extinctions: Past and Present,,,,,,Future Learn,,
Sustainable Transport in the UK,,,,,,Future Learn,,
Circular Economy: The Big Idea,,,,,,Future Learn,,
Spatial Circularity Strategies: Introduction,,,,,,Future Learn,,
A Nutritional Approach to Agriculture and Food Security,,,,,,Future Learn,,
The Basis of Life: Understanding Human Cells,,,,,,Future Learn,,
How to Address Global Challenges Through Multidisciplinary Research,,,,,,Future Learn,,
Environmental Management: A Bottom-Up Approach to Policy Implementation,,,,,,Future Learn,,
Poultry Health,,,,,,Future Learn,,
Soil Science: Exploring the World Beneath our Feet,,,,,,Future Learn,,
Gender and Development,,,,,,Future Learn,,
Understanding Human Behaviour: Introduction to Game Theory and Shared Resources,,,,,,Future Learn,,
Additive Manufacturing in the Industry: Impact on Sustainability,,,,,,Future Learn,,
Bringing Urban Nature Into the Cities of Tomorrow,,,,,,Future Learn,,
Snow: What It Is and Why It Matters,,,,,,Future Learn,,
"Development and Planning in African Cities: Exploring theories, policies and practices from Sierra Leone",,,,,,Future Learn,,
How Plants Grow: The Essentials,,,,,,Future Learn,,
How to Grow Healthy Plants,,,,,,Future Learn,,
Valuing Nature: Should We Put a Price on Ecosystems?,,,,,,Future Learn,,
Exploring Sustainable Living and Loving with Mogli,,,,,,Future Learn,,
Global Prosperity Beyond GDP,,,,,,Future Learn,,
Grand Challenges: Food for Thought,,,,,,Future Learn,,
Technology Metals for a Green Future,,,,,,Future Learn,,
An Introduction to the Principles of Microeconomics,,,,,,Future Learn,,
Make Change Happen,,,,,,Future Learn,,
Cultural Diplomacy,,,,,,Future Learn,,
Conception du programme pour les enfants associés aux forces et aux groupes armés (EAFGA),,,,,,Future Learn,,
